targeting type,targeting value,date
age,18 and up,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
os versions,ios 14.0 and above,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
follower look-alikes,@cz_binance,2023-10-17 00:00:00
follower look-alikes,@cryptocom,2023-10-17 00:00:00
follower look-alikes,@bitcoin,2023-10-17 00:00:00
follower look-alikes,@binance,2023-10-17 00:00:00
keywords,money,2023-10-17 00:00:00
keywords,twitter,2023-10-17 00:00:00
keywords,digital,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
interests,physics,2023-10-17 00:00:00
interests,space and astronomy,2023-10-17 00:00:00
interests,geography,2023-10-17 00:00:00
interests,weather,2023-10-17 00:00:00
interests,science news,2023-10-17 00:00:00
retargeting campaign engager,retargeting campaign engager: 34469006,2023-10-17 00:00:00
retargeting engagement type,retargeting engagement type: 1,2023-10-17 00:00:00
unknown,unknown: 1,2023-10-17 00:00:00
age,18 to 24,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
retargeting campaign engager,retargeting campaign engager: 34469006,2023-10-17 00:00:00
retargeting engagement type,retargeting engagement type: 1,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
interests,geography,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
keywords,amazon,2023-10-17 00:00:00
keywords,facebook,2023-10-17 00:00:00
keywords,twitter,2023-10-17 00:00:00
keywords,spotify,2023-10-17 00:00:00
keywords,apple,2023-10-17 00:00:00
keywords,all apple,2023-10-17 00:00:00
keywords,elon musk,2023-10-17 00:00:00
app activity,install evony ios all,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
os versions,ios 10.0 and above,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
retargeting campaign engager,retargeting campaign engager: 34469006,2023-10-17 00:00:00
retargeting campaign engager,retargeting campaign engager: 34463845,2023-10-17 00:00:00
retargeting engagement type,retargeting engagement type: 1,2023-10-17 00:00:00
interests,physics,2023-10-17 00:00:00
interests,space and astronomy,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
interests,weather,2023-10-17 00:00:00
interests,science news,2023-10-17 00:00:00
unknown,unknown: 1,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
age,18 to 24,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
keywords,uber,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
interests,tech news,2023-10-17 00:00:00
follower look-alikes,@techcrunch,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@alarabiya,2023-10-17 00:00:00
follower look-alikes,@alhadath,2023-10-17 00:00:00
follower look-alikes,@bbcarabicalerts,2023-10-17 00:00:00
follower look-alikes,@youm7,2023-10-17 00:00:00
follower look-alikes,@alarabiya_brk,2023-10-17 00:00:00
follower look-alikes,@ajmubasher,2023-10-17 00:00:00
follower look-alikes,@ajarabic,2023-10-17 00:00:00
follower look-alikes,@skynewsarabia,2023-10-17 00:00:00
follower look-alikes,@bbcarabic,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
languages,arabic,2023-10-17 00:00:00
follower look-alikes,@android,2023-10-17 00:00:00
follower look-alikes,@elonmusk,2023-10-17 00:00:00
follower look-alikes,@amazon,2023-10-17 00:00:00
follower look-alikes,@microsoft,2023-10-17 00:00:00
follower look-alikes,@cnbc,2023-10-17 00:00:00
follower look-alikes,@google,2023-10-17 00:00:00
follower look-alikes,@tim_cook,2023-10-17 00:00:00
follower look-alikes,@apple,2023-10-17 00:00:00
follower look-alikes,@coinbase,2023-10-17 00:00:00
follower look-alikes,@verge,2023-10-17 00:00:00
follower look-alikes,@gizmodo,2023-10-17 00:00:00
follower look-alikes,@business,2023-10-17 00:00:00
follower look-alikes,@mashable,2023-10-17 00:00:00
follower look-alikes,@pokemon,2023-10-17 00:00:00
retargeting campaign engager,retargeting campaign engager: 34463845,2023-10-17 00:00:00
follower look-alikes,@applemusic,2023-10-17 00:00:00
keywords,netflix,2023-10-17 00:00:00
keywords,elon musk,2023-10-17 00:00:00
keywords,youtube,2023-10-17 00:00:00
keywords,king,2023-10-17 00:00:00
keywords,twitter,2023-10-17 00:00:00
follower look-alikes,@kingjames,2023-10-17 00:00:00
follower look-alikes,@ubisoft,2023-10-17 00:00:00
follower look-alikes,@microsoft,2023-10-17 00:00:00
follower look-alikes,@callofduty,2023-10-17 00:00:00
follower look-alikes,@steam,2023-10-17 00:00:00
follower look-alikes,@nba,2023-10-17 00:00:00
follower look-alikes,@rockstargames,2023-10-17 00:00:00
follower look-alikes,@epicgames,2023-10-17 00:00:00
follower look-alikes,@twitch,2023-10-17 00:00:00
follower look-alikes,@playstation,2023-10-17 00:00:00
follower look-alikes,@intel,2023-10-17 00:00:00
follower look-alikes,@googleplay,2023-10-17 00:00:00
follower look-alikes,@ign,2023-10-17 00:00:00
follower look-alikes,@ea,2023-10-17 00:00:00
follower look-alikes,@sony,2023-10-17 00:00:00
follower look-alikes,@nintendoamerica,2023-10-17 00:00:00
app activity,install evony: the king's return android all,2023-10-17 00:00:00
app activity,install evony ios all,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
os versions,ios 10.0 and above,2023-10-17 00:00:00
languages,arabic,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
age,18 and up,2023-10-17 00:00:00
follower look-alikes,@lonelyplanet,2023-10-17 00:00:00
follower look-alikes,@nintendoamerica,2023-10-17 00:00:00
keywords,art,2023-10-17 00:00:00
keywords,music,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
interests,animation,2023-10-17 00:00:00
interests,tech news,2023-10-17 00:00:00
interests,green solutions,2023-10-17 00:00:00
interests,technology,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@natgeo,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
follower look-alikes,@kingjames,2023-10-17 00:00:00
follower look-alikes,@spotify,2023-10-17 00:00:00
conversation topics,gaming news,2023-10-17 00:00:00
conversation topics,fitness,2023-10-17 00:00:00
age,18 to 34,2023-10-17 00:00:00
locations,australia,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
locations,istanbul,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
follower look-alikes,@natgeotravel,2023-10-17 00:00:00
follower look-alikes,@saudinews50,2023-10-17 00:00:00
follower look-alikes,@discovery,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
follower look-alikes,@xbox,2023-10-17 00:00:00
keywords,fish,2023-10-17 00:00:00
age,18 and up,2023-10-17 00:00:00
keywords,cinema,2023-10-17 00:00:00
keywords,drama,2023-10-17 00:00:00
keywords,cinemas,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
locations,istanbul,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
keywords,digital,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
keywords,money,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
follower look-alikes,@solana,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
follower look-alikes,@ethereum,2023-10-17 00:00:00
keywords,recipes,2023-10-17 00:00:00
keywords,app,2023-10-17 00:00:00
keywords,cooking,2023-10-17 00:00:00
keywords,youtube,2023-10-17 00:00:00
follower look-alikes,@disney,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
keywords,twitter,2023-10-17 00:00:00
conversation topics,business & finance,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
list,aiq_271882_0_1,2023-10-17 00:00:00
keywords,cinema,2023-10-17 00:00:00
keywords,drama,2023-10-17 00:00:00
keywords,cinemas,2023-10-17 00:00:00
platforms,ios,2023-10-17 00:00:00
locations,istanbul,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
conversation topics,political news,2023-10-17 00:00:00
conversation topics,world news,2023-10-17 00:00:00
conversation topics,business news,2023-10-17 00:00:00
conversation topics,business & finance,2023-10-17 00:00:00
list,aiq_271882_0_1,2023-10-17 00:00:00
locations,i̇stanbul,2023-10-17 00:00:00
languages,english,2023-10-17 00:00:00
conversation topics,world news,2023-10-17 00:00:00
locations,turkey,2023-10-17 00:00:00
conversation topics,political news,2023-10-17 00:00:00
locations,australia,2023-10-17 00:00:00
keywords,universities,2023-10-17 00:00:00
conversation topics,business news,2023-10-17 00:00:00
age,18 to 54,2023-10-17 00:00:00
keywords,law,2023-10-17 00:00:00
keywords,university,2023-10-17 00:00:00
keywords,school,2023-10-17 00:00:00
age,18 and up,2023-10-17 00:00:00
keywords,cinemas,2023-10-18 00:00:00
languages,english,2023-10-18 00:00:00
locations,istanbul,2023-10-18 00:00:00
locations,i̇stanbul,2023-10-18 00:00:00
follower look-alikes,@langchainai,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
keywords,drama,2023-10-18 00:00:00
unknown,claim,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
os versions,ios 10.0 and above,2023-10-18 00:00:00
follower look-alikes,@llama_index,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
keywords,cinema,2023-10-18 00:00:00
unknown,claim,2023-10-18 00:00:00
conversation topics,business news,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
app activity,install evony ios all,2023-10-18 00:00:00
languages,english,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
list,aiq_271882_0_1,2023-10-18 00:00:00
conversation topics,business & finance,2023-10-18 00:00:00
conversation topics,world news,2023-10-18 00:00:00
conversation topics,political news,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
languages,english,2023-10-18 00:00:00
age,18 to 24,2023-10-18 00:00:00
interests,technology,2023-10-18 00:00:00
interests,tech news,2023-10-18 00:00:00
conversation topics,computer programming,2023-10-18 00:00:00
conversation topics,computer programming,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
keywords,matches,2023-10-18 00:00:00
follower look-alikes,@cryptocom,2023-10-18 00:00:00
keywords,over time,2023-10-18 00:00:00
follower look-alikes,@binance,2023-10-18 00:00:00
follower look-alikes,@coinbase,2023-10-18 00:00:00
follower look-alikes,@coinmarketcap,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
follower look-alikes,@coindesk,2023-10-18 00:00:00
languages,arabic,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
unknown,white,2023-10-18 00:00:00
age,18 to 49,2023-10-18 00:00:00
keywords,youtube,2023-10-18 00:00:00
keywords,football,2023-10-18 00:00:00
languages,english,2023-10-18 00:00:00
follower look-alikes,@okx,2023-10-18 00:00:00
keywords,tiktok,2023-10-18 00:00:00
keywords,airdrop,2023-10-18 00:00:00
conversation topics,soccer,2023-10-18 00:00:00
languages,english,2023-10-18 00:00:00
locations,i̇stanbul,2023-10-18 00:00:00
follower look-alikes,@solana,2023-10-18 00:00:00
follower look-alikes,@solana,2023-10-18 00:00:00
os versions,ios 10.0 and above,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
app activity,install evony ios all,2023-10-18 00:00:00
keywords,gaming,2023-10-18 00:00:00
keywords,game,2023-10-18 00:00:00
keywords,games,2023-10-18 00:00:00
follower look-alikes,@fortnitegame,2023-10-18 00:00:00
age,18 and up,2023-10-18 00:00:00
locations,turkey,2023-10-18 00:00:00
platforms,ios,2023-10-18 00:00:00
follower look-alikes,@samsungmobile,2023-10-19 00:00:00
follower look-alikes,@tim_cook,2023-10-19 00:00:00
follower look-alikes,@apple,2023-10-19 00:00:00
follower look-alikes,@mkbhd,2023-10-19 00:00:00
follower look-alikes,@verge,2023-10-19 00:00:00
follower look-alikes,@googleplay,2023-10-19 00:00:00
follower look-alikes,@lonelyplanet,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@ethereum,2023-10-19 00:00:00
follower look-alikes,@natgeotravel,2023-10-19 00:00:00
follower look-alikes,@saudinews50,2023-10-19 00:00:00
follower look-alikes,@techcrunch,2023-10-19 00:00:00
follower look-alikes,@tesla,2023-10-19 00:00:00
app activity,install evony ios all,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
languages,arabic,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
conversation topics,soccer,2023-10-19 00:00:00
follower look-alikes,@huawei,2023-10-19 00:00:00
keywords,matches,2023-10-19 00:00:00
keywords,over time,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
platforms,ios,2023-10-19 00:00:00
os versions,ios 10.0 and above,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
keywords,football,2023-10-19 00:00:00
locations,i̇stanbul,2023-10-19 00:00:00
conversation topics,political news,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
platforms,ios,2023-10-19 00:00:00
os versions,ios 10.0 and above,2023-10-19 00:00:00
app activity,install evony ios all,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
follower look-alikes,@fortnitegame,2023-10-19 00:00:00
keywords,games,2023-10-19 00:00:00
keywords,gaming,2023-10-19 00:00:00
keywords,game,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
languages,english,2023-10-19 00:00:00
list,aiq_271882_0_1,2023-10-19 00:00:00
conversation topics,business & finance,2023-10-19 00:00:00
conversation topics,business news,2023-10-19 00:00:00
conversation topics,world news,2023-10-19 00:00:00
age,18 to 54,2023-10-19 00:00:00
unknown,unknown: 1,2023-10-19 00:00:00
follower look-alikes,@huawei,2023-10-19 00:00:00
follower look-alikes,@tesla,2023-10-19 00:00:00
follower look-alikes,@samsungmobile,2023-10-19 00:00:00
follower look-alikes,@tim_cook,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
follower look-alikes,@apple,2023-10-19 00:00:00
follower look-alikes,@verge,2023-10-19 00:00:00
follower look-alikes,@googleplay,2023-10-19 00:00:00
follower look-alikes,@techcrunch,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@mkbhd,2023-10-19 00:00:00
follower look-alikes,@vitalikbuterin,2023-10-19 00:00:00
keywords,culture,2023-10-19 00:00:00
follower look-alikes,@binance,2023-10-19 00:00:00
follower look-alikes,@nba,2023-10-19 00:00:00
follower look-alikes,@xbox,2023-10-19 00:00:00
follower look-alikes,@steam,2023-10-19 00:00:00
follower look-alikes,@callofduty,2023-10-19 00:00:00
follower look-alikes,@microsoft,2023-10-19 00:00:00
follower look-alikes,@ubisoft,2023-10-19 00:00:00
follower look-alikes,@kingjames,2023-10-19 00:00:00
keywords,netflix,2023-10-19 00:00:00
keywords,youtube,2023-10-19 00:00:00
keywords,king,2023-10-19 00:00:00
keywords,elon musk,2023-10-19 00:00:00
keywords,twitter,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
locations,australia,2023-10-19 00:00:00
platforms,ios,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
follower look-alikes,@solana,2023-10-19 00:00:00
keywords,fish,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
keywords,art,2023-10-19 00:00:00
keywords,outdoor,2023-10-19 00:00:00
keywords,travel,2023-10-19 00:00:00
follower look-alikes,@rockstargames,2023-10-19 00:00:00
keywords,traditions,2023-10-19 00:00:00
keywords,fun,2023-10-19 00:00:00
keywords,travelling,2023-10-19 00:00:00
keywords,van,2023-10-19 00:00:00
keywords,train,2023-10-19 00:00:00
keywords,nature,2023-10-19 00:00:00
keywords,station,2023-10-19 00:00:00
keywords,bus,2023-10-19 00:00:00
follower look-alikes,@epicgames,2023-10-19 00:00:00
keywords,community,2023-10-19 00:00:00
follower look-alikes,@playstation,2023-10-19 00:00:00
follower look-alikes,@twitch,2023-10-19 00:00:00
follower look-alikes,@coinbase,2023-10-19 00:00:00
follower look-alikes,@coinmarketcap,2023-10-19 00:00:00
follower look-alikes,@ethereum,2023-10-19 00:00:00
keywords,security,2023-10-19 00:00:00
locations,new south wales,2023-10-19 00:00:00
locations,australia,2023-10-19 00:00:00
age,18 to 54,2023-10-19 00:00:00
keywords,university,2023-10-19 00:00:00
keywords,law,2023-10-19 00:00:00
keywords,universities,2023-10-19 00:00:00
keywords,school,2023-10-19 00:00:00
platforms,ios,2023-10-19 00:00:00
age,18 and up,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
conversation topics,family and life stages,2023-10-19 00:00:00
app activity,install evony ios all,2023-10-19 00:00:00
follower look-alikes,@intel,2023-10-19 00:00:00
os versions,ios 10.0 and above,2023-10-19 00:00:00
follower look-alikes,@ign,2023-10-19 00:00:00
follower look-alikes,@ea,2023-10-19 00:00:00
follower look-alikes,@sony,2023-10-19 00:00:00
follower look-alikes,@nintendoamerica,2023-10-19 00:00:00
app activity,install evony: the king's return android all,2023-10-19 00:00:00
follower look-alikes,@googleplay,2023-10-19 00:00:00
locations,turkey,2023-10-19 00:00:00
app activity,install evony ios all,2023-10-19 00:00:00
platforms,ios,2023-10-19 00:00:00
os versions,ios 10.0 and above,2023-10-19 00:00:00
keywords,games,2023-10-19 00:00:00
keywords,game,2023-10-19 00:00:00
keywords,gaming,2023-10-19 00:00:00
follower look-alikes,@fortnitegame,2023-10-20 00:00:00
keywords,gaming,2023-10-20 00:00:00
keywords,game,2023-10-20 00:00:00
keywords,games,2023-10-20 00:00:00
follower look-alikes,@ethereum,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
keywords,airdrop,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
app activity,install evony ios all,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
os versions,ios 10.0 and above,2023-10-20 00:00:00
age,18 to 54,2023-10-20 00:00:00
unknown,unknown: 1,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
keywords,investing,2023-10-20 00:00:00
follower look-alikes,@coinmarketcap,2023-10-20 00:00:00
follower look-alikes,@cz_binance,2023-10-20 00:00:00
follower look-alikes,@cryptocom,2023-10-20 00:00:00
list,the rundown email list oct. 9,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
follower look-alikes,@bensbitesdaily,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
follower look-alikes,@officiallogank,2023-10-20 00:00:00
follower look-alikes,@shibtoken,2023-10-20 00:00:00
keywords,netflix,2023-10-20 00:00:00
keywords,elon musk,2023-10-20 00:00:00
app activity,install evony: the king's return android all,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
os versions,ios 10.0 and above,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
os versions,ios 14.0 and above,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
follower look-alikes,@itspaulai,2023-10-20 00:00:00
locations,i̇stanbul,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
retargeting campaign engager,retargeting campaign engager: 34556153,2023-10-20 00:00:00
retargeting engagement type,retargeting engagement type: 1,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
age,18 to 54,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
os versions,ios 13.0 and above,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
keywords,uber,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
follower look-alikes,@gizmodo,2023-10-20 00:00:00
follower look-alikes,@business,2023-10-20 00:00:00
follower look-alikes,@techcrunch,2023-10-20 00:00:00
follower look-alikes,@mashable,2023-10-20 00:00:00
keywords,apple,2023-10-20 00:00:00
keywords,youtube,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,facebook,2023-10-20 00:00:00
keywords,all apple,2023-10-20 00:00:00
follower look-alikes,@verge,2023-10-20 00:00:00
keywords,elon musk,2023-10-20 00:00:00
keywords,amazon,2023-10-20 00:00:00
interests,tech news,2023-10-20 00:00:00
app activity,install evony ios all,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
os versions,ios 10.0 and above,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
keywords,art,2023-10-20 00:00:00
keywords,music,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
keywords,spotify,2023-10-20 00:00:00
follower look-alikes,@coinbase,2023-10-20 00:00:00
follower look-alikes,@apple,2023-10-20 00:00:00
follower look-alikes,@tim_cook,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
age,18 to 54,2023-10-20 00:00:00
unknown,unknown: 1,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
conversation topics,political news,2023-10-20 00:00:00
conversation topics,world news,2023-10-20 00:00:00
conversation topics,business news,2023-10-20 00:00:00
conversation topics,business & finance,2023-10-20 00:00:00
list,aiq_271882_0_1,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
follower look-alikes,@android,2023-10-20 00:00:00
follower look-alikes,@elonmusk,2023-10-20 00:00:00
follower look-alikes,@amazon,2023-10-20 00:00:00
follower look-alikes,@microsoft,2023-10-20 00:00:00
follower look-alikes,@cnbc,2023-10-20 00:00:00
follower look-alikes,@google,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
keywords,king,2023-10-20 00:00:00
app activity,install evony ios all,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@cz_binance,2023-10-20 00:00:00
follower look-alikes,@bitcoin,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
keywords,money,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,digital,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@bitcoin,2023-10-20 00:00:00
conversation topics,political news,2023-10-20 00:00:00
conversation topics,business news,2023-10-20 00:00:00
conversation topics,business & finance,2023-10-20 00:00:00
list,aiq_271882_0_1,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
retargeting campaign engager,retargeting campaign engager: 34475611,2023-10-20 00:00:00
retargeting engagement type,retargeting engagement type: 1,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
conversation topics,world news,2023-10-20 00:00:00
age,18 to 54,2023-10-20 00:00:00
follower look-alikes,@cz_binance,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,money,2023-10-20 00:00:00
keywords,digital,2023-10-20 00:00:00
follower look-alikes,@cz_binance,2023-10-20 00:00:00
follower look-alikes,@bitcoin,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
keywords,money,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
os versions,ios 13.0 and above,2023-10-20 00:00:00
interests,tech news,2023-10-20 00:00:00
interests,technology,2023-10-20 00:00:00
conversation topics,computer programming,2023-10-20 00:00:00
conversation topics,computer programming,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
age,18 to 24,2023-10-20 00:00:00
keywords,digital,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
os versions,ios 13.0 and above,2023-10-20 00:00:00
app activity,install evony ios all,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
os versions,ios 10.0 and above,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
keywords,fish,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@coinmarketcap,2023-10-20 00:00:00
follower look-alikes,@cryptocom,2023-10-20 00:00:00
follower look-alikes,@coinbase,2023-10-20 00:00:00
keywords,elon musk,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
follower look-alikes,@okx,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
keywords,airdrop,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
platforms,ios,2023-10-20 00:00:00
follower look-alikes,@coindesk,2023-10-20 00:00:00
keywords,all apple,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
keywords,spotify,2023-10-20 00:00:00
follower look-alikes,@cz_binance,2023-10-20 00:00:00
keywords,amazon,2023-10-20 00:00:00
follower look-alikes,@bitcoin,2023-10-20 00:00:00
keywords,digital,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,money,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
conversation topics,political news,2023-10-20 00:00:00
conversation topics,world news,2023-10-20 00:00:00
conversation topics,business news,2023-10-20 00:00:00
follower look-alikes,@binance,2023-10-20 00:00:00
list,aiq_271882_0_1,2023-10-20 00:00:00
conversation topics,business & finance,2023-10-20 00:00:00
keywords,uber,2023-10-20 00:00:00
keywords,apple,2023-10-20 00:00:00
keywords,twitter,2023-10-20 00:00:00
keywords,facebook,2023-10-20 00:00:00
follower look-alikes,@solana,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
languages,english,2023-10-20 00:00:00
age,18 and up,2023-10-20 00:00:00
locations,turkey,2023-10-20 00:00:00
follower look-alikes,@twitch,2023-10-21 00:00:00
follower look-alikes,@steam,2023-10-21 00:00:00
follower look-alikes,@xbox,2023-10-21 00:00:00
follower look-alikes,@nba,2023-10-21 00:00:00
follower look-alikes,@rockstargames,2023-10-21 00:00:00
follower look-alikes,@epicgames,2023-10-21 00:00:00
