targeting type,targeting value,date
languages,english,2023-08-18 00:00:00
follower look-alikes,@cp3,2023-08-18 00:00:00
keywords,airdrop,2023-08-18 00:00:00
follower look-alikes,@coinbase,2023-08-18 00:00:00
follower look-alikes,@binance,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,turkey,2023-08-18 00:00:00
follower look-alikes,@nba,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
locations,75207,2023-08-18 00:00:00
follower look-alikes,@cryptocom,2023-08-18 00:00:00
unknown,worse,2023-08-18 00:00:00
follower look-alikes,@drake,2023-08-18 00:00:00
interests,music festivals and concerts,2023-08-18 00:00:00
unknown,social,2023-08-18 00:00:00
unknown,social media,2023-08-18 00:00:00
unknown,real,2023-08-18 00:00:00
unknown,stand,2023-08-18 00:00:00
unknown,funny,2023-08-18 00:00:00
unknown,change,2023-08-18 00:00:00
unknown,watch,2023-08-18 00:00:00
unknown,guy,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 to 49,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
unknown,week,2023-08-18 00:00:00
unknown,set,2023-08-18 00:00:00
unknown,house,2023-08-18 00:00:00
unknown,start,2023-08-18 00:00:00
locations,dallas,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
interests,entertainment awards,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
age,18 to 49,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
locations,"dallas-fort worth tx, us",2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 to 54,2023-08-18 00:00:00
interests,music,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,dallas,2023-08-18 00:00:00
conversation topics,romance books,2023-08-18 00:00:00
conversation topics,romance films,2023-08-18 00:00:00
age,18 to 49,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
gender,women,2023-08-18 00:00:00
age,13 to 24,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
interests,technology,2023-08-18 00:00:00
follower look-alikes,@espnnba,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
follower look-alikes,@perplexity_ai,2023-08-18 00:00:00
follower look-alikes,@llama_index,2023-08-18 00:00:00
follower look-alikes,@bensbitesdaily,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
unknown,pay,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
interests,biographies and memoirs,2023-08-18 00:00:00
interests,"health, mind, and body",2023-08-18 00:00:00
interests,mystery and crime,2023-08-18 00:00:00
interests,romance,2023-08-18 00:00:00
conversation topics,politics & current events books,2023-08-18 00:00:00
conversation topics,romance books,2023-08-18 00:00:00
conversation topics,sci-fi & fantasy books,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
follower look-alikes,@itspaulai,2023-08-18 00:00:00
follower look-alikes,@aieleuther,2023-08-18 00:00:00
follower look-alikes,@codewandai,2023-08-18 00:00:00
follower look-alikes,@hasantoxr,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
gender,women,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
follower look-alikes,@naval,2023-08-18 00:00:00
follower look-alikes,@langchainai,2023-08-18 00:00:00
follower look-alikes,@aisolopreneur,2023-08-18 00:00:00
locations,"dallas-fort worth tx, us",2023-08-18 00:00:00
follower look-alikes,@therundowntech,2023-08-18 00:00:00
follower look-alikes,@miramurati,2023-08-18 00:00:00
follower look-alikes,@character_ai,2023-08-18 00:00:00
follower look-alikes,@poe_platform,2023-08-18 00:00:00
follower look-alikes,@inflectionai,2023-08-18 00:00:00
follower look-alikes,@replicate,2023-08-18 00:00:00
follower look-alikes,@deepfloydai,2023-08-18 00:00:00
follower look-alikes,@mosaicml,2023-08-18 00:00:00
follower look-alikes,@youneedarobot,2023-08-18 00:00:00
follower look-alikes,@therundownai,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
locations,"dallas-fort worth tx, us",2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
list,1p_c360_prepurchase_holdout_v2_2023=1,2023-08-18 00:00:00
list,1p_c360_universal_holdout_v2_2023=1,2023-08-18 00:00:00
list,2p_ds_universal_holdout_2023=1,2023-08-18 00:00:00
list,2p_ds_prepurchase_holdout_2023=1,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
follower look-alikes,@coinmarketcap,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,texas,2023-08-18 00:00:00
age,18 to 49,2023-08-18 00:00:00
unknown,woman,2023-08-18 00:00:00
unknown,friends,2023-08-18 00:00:00
unknown,telling,2023-08-18 00:00:00
unknown,care,2023-08-18 00:00:00
unknown,started,2023-08-18 00:00:00
interests,technology,2023-08-18 00:00:00
interests,"health, mind, and body",2023-08-18 00:00:00
interests,photography,2023-08-18 00:00:00
interests,dads,2023-08-18 00:00:00
keywords,a moms take,2023-08-18 00:00:00
keywords,parenting,2023-08-18 00:00:00
keywords,apple,2023-08-18 00:00:00
keywords,netflix,2023-08-18 00:00:00
keywords,netflix,2023-08-18 00:00:00
keywords,parenting,2023-08-18 00:00:00
keywords,photo,2023-08-18 00:00:00
keywords,photos,2023-08-18 00:00:00
locations,dallas,2023-08-18 00:00:00
keywords,photos,2023-08-18 00:00:00
keywords,photo,2023-08-18 00:00:00
follower look-alikes,@gmail,2023-08-18 00:00:00
follower look-alikes,@appletv,2023-08-18 00:00:00
follower look-alikes,@apple,2023-08-18 00:00:00
follower look-alikes,@netflix,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
follower look-alikes,@googledrive,2023-08-18 00:00:00
interests,health news and general info,2023-08-18 00:00:00
keywords,apple,2023-08-18 00:00:00
unknown,life,2023-08-18 00:00:00
age,18 to 54,2023-08-18 00:00:00
locations,dallas,2023-08-18 00:00:00
website activity,buy/store,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
unknown,video,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 to 49,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
age,18 to 24,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
locations,texas,2023-08-18 00:00:00
languages,arabic,2023-08-18 00:00:00
locations,turkey,2023-08-18 00:00:00
website activity,subscriptions conversion pixel,2023-08-18 00:00:00
website activity,wsj.com site visits,2023-08-18 00:00:00
website activity,wsj shop - add to cart (step one),2023-08-18 00:00:00
website activity,wsj.com website visitors,2023-08-18 00:00:00
app activity,app open monopoly go! ios all,2023-08-18 00:00:00
os versions,ios 13.0 and above,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
followers of a user id,@wsj,2023-08-18 00:00:00
website activity,wsj newsletter visitors,2023-08-18 00:00:00
website activity,wsj shop page visitors (new 10/8/21),2023-08-18 00:00:00
website activity,bar newsletter visitors,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
website activity,mw newsletter visitors,2023-08-18 00:00:00
app activity,install the wall street journal: business & market news android 30 day,2023-08-18 00:00:00
app activity,install the wall street journal: business & market news android 14 day,2023-08-18 00:00:00
app activity,app open the wall street journal. ios all,2023-08-18 00:00:00
app activity,install the wall street journal. ios all,2023-08-18 00:00:00
app activity,app open the wall street journal: business & market news android all,2023-08-18 00:00:00
app activity,install the wall street journal: business & market news android all,2023-08-18 00:00:00
website activity,barrons website visitors,2023-08-18 00:00:00
website activity,marketwatch website visitors,2023-08-18 00:00:00
app activity,install the wall street journal: business & market news android 7 day,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
keywords,investing,2023-08-18 00:00:00
keywords,saving,2023-08-18 00:00:00
unknown,life,2023-08-18 00:00:00
unknown,hear,2023-08-18 00:00:00
unknown,people,2023-08-18 00:00:00
unknown,woman,2023-08-18 00:00:00
unknown,time,2023-08-18 00:00:00
unknown,person,2023-08-18 00:00:00
unknown,telling,2023-08-18 00:00:00
unknown,fight,2023-08-18 00:00:00
unknown,care,2023-08-18 00:00:00
unknown,friends,2023-08-18 00:00:00
unknown,feel,2023-08-18 00:00:00
unknown,bad,2023-08-18 00:00:00
unknown,break,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
follower look-alikes,@jk_rowling,2023-08-18 00:00:00
unknown,started,2023-08-18 00:00:00
locations,dallas,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
age,13 to 24,2023-08-18 00:00:00
keywords,money,2023-08-18 00:00:00
keywords,credit,2023-08-18 00:00:00
keywords,investing,2023-08-18 00:00:00
conversation topics,political news,2023-08-18 00:00:00
conversation topics,world news,2023-08-18 00:00:00
conversation topics,tech news,2023-08-18 00:00:00
conversation topics,business news,2023-08-18 00:00:00
conversation topics,business & finance,2023-08-18 00:00:00
keywords,invest,2023-08-18 00:00:00
list,aiq_271882_0_1,2023-08-18 00:00:00
locations,turkey,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
follower look-alikes,@ricky_martin,2023-08-18 00:00:00
follower look-alikes,@realmadrid,2023-08-18 00:00:00
follower look-alikes,@fcbarcelona_es,2023-08-18 00:00:00
age,13 to 49,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
follower look-alikes,@sony,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
interests,technology,2023-08-18 00:00:00
keywords,writing,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
keywords,read,2023-08-18 00:00:00
keywords,writers,2023-08-18 00:00:00
keywords,back to school,2023-08-18 00:00:00
keywords,notes,2023-08-18 00:00:00
keywords,art,2023-08-18 00:00:00
keywords,novels,2023-08-18 00:00:00
keywords,writer,2023-08-18 00:00:00
keywords,book,2023-08-18 00:00:00
keywords,books,2023-08-18 00:00:00
keywords,reading,2023-08-18 00:00:00
follower look-alikes,@neilhimself,2023-08-18 00:00:00
follower look-alikes,@mkbhd,2023-08-18 00:00:00
website activity,purchase ,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
interests,government,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
interests,books news and general info,2023-08-18 00:00:00
interests,"health, mind, and body",2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,18 to 54,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
interests,politics,2023-08-18 00:00:00
interests,commentary,2023-08-18 00:00:00
interests,education news and general info,2023-08-18 00:00:00
interests,health news and general info,2023-08-18 00:00:00
interests,drawing and sketching,2023-08-18 00:00:00
interests,freelance writing,2023-08-18 00:00:00
interests,physics,2023-08-18 00:00:00
interests,space and astronomy,2023-08-18 00:00:00
interests,painting,2023-08-18 00:00:00
interests,science news,2023-08-18 00:00:00
interests,design,2023-08-18 00:00:00
interests,biographies and memoirs,2023-08-18 00:00:00
interests,tech news,2023-08-18 00:00:00
conversation topics,soccer,2023-08-18 00:00:00
conversation topics,baseball,2023-08-18 00:00:00
follower look-alikes,@bleacherreport,2023-08-18 00:00:00
interests,jazz,2023-08-18 00:00:00
interests,venues,2023-08-18 00:00:00
interests,world,2023-08-18 00:00:00
interests,music news and general info,2023-08-18 00:00:00
conversation topics,soccer,2023-08-18 00:00:00
conversation topics,itunes,2023-08-18 00:00:00
conversation topics,apple music,2023-08-18 00:00:00
conversation topics,spotify,2023-08-18 00:00:00
keywords,world cup,2023-08-18 00:00:00
follower look-alikes,@mcdonalds,2023-08-18 00:00:00
follower look-alikes,@easportsfc,2023-08-18 00:00:00
follower look-alikes,@espnfc,2023-08-18 00:00:00
follower look-alikes,@wendys,2023-08-18 00:00:00
follower look-alikes,@championsleague,2023-08-18 00:00:00
follower look-alikes,@espn,2023-08-18 00:00:00
follower look-alikes,@sportscenter,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
interests,alternative,2023-08-18 00:00:00
locations,texas,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
keywords,work,2023-08-18 00:00:00
follower look-alikes,@mlb,2023-08-18 00:00:00
follower look-alikes,@nflnetwork,2023-08-18 00:00:00
follower look-alikes,@nba,2023-08-18 00:00:00
follower look-alikes,@nbaontnt,2023-08-18 00:00:00
follower look-alikes,@barstoolsports,2023-08-18 00:00:00
follower look-alikes,@nfl,2023-08-18 00:00:00
follower look-alikes,@sportscenter,2023-08-18 00:00:00
list,twitter exclusion list 2023 v2_twitter_id_included,2023-08-18 00:00:00
interests,movie news and general info,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
locations,texas,2023-08-18 00:00:00
unknown,unknown: 1,2023-08-18 00:00:00
keywords,white people,2023-08-18 00:00:00
keywords,school,2023-08-18 00:00:00
keywords,job,2023-08-18 00:00:00
keywords,schools,2023-08-18 00:00:00
keywords,hiring,2023-08-18 00:00:00
keywords,asian,2023-08-18 00:00:00
age,18 to 24,2023-08-18 00:00:00
interests,sci-fi and fantasy,2023-08-18 00:00:00
keywords,university,2023-08-18 00:00:00
interests,foreign,2023-08-18 00:00:00
keywords,game,2023-08-18 00:00:00
keywords,gaming,2023-08-18 00:00:00
conversation topics,tabletop gaming,2023-08-18 00:00:00
conversation topics,playstation,2023-08-18 00:00:00
follower look-alikes,@ubisoft,2023-08-18 00:00:00
follower look-alikes,@callofduty,2023-08-18 00:00:00
follower look-alikes,@xbox,2023-08-18 00:00:00
follower look-alikes,@rockstargames,2023-08-18 00:00:00
follower look-alikes,@epicgames,2023-08-18 00:00:00
follower look-alikes,@playstation,2023-08-18 00:00:00
follower look-alikes,@ea,2023-08-18 00:00:00
follower look-alikes,@nintendoamerica,2023-08-18 00:00:00
follower look-alikes,@fortnitegame,2023-08-18 00:00:00
age,18 to 34,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
languages,english,2023-08-18 00:00:00
unknown,watch,2023-08-18 00:00:00
keywords,king,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
locations,"dallas-fort worth tx, us",2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
list,cpra_optoutx=1,2023-08-18 00:00:00
age,18 and up,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
keywords,charity,2023-08-18 00:00:00
keywords,duolingo,2023-08-18 00:00:00
keywords,charity,2023-08-18 00:00:00
keywords,duolingo,2023-08-18 00:00:00
age,18 to 24,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
unknown,white,2023-08-18 00:00:00
unknown,people,2023-08-18 00:00:00
unknown,twitter,2023-08-18 00:00:00
unknown,love,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
gender,women,2023-08-18 00:00:00
interests,independent,2023-08-18 00:00:00
interests,music news and general info,2023-08-18 00:00:00
unknown,life,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
movies and tv shows,the ellen degeneres show,2023-08-18 00:00:00
follower look-alikes,@espnfc,2023-08-18 00:00:00
follower look-alikes,@espnnba,2023-08-18 00:00:00
follower look-alikes,@nfl,2023-08-18 00:00:00
follower look-alikes,@espn,2023-08-18 00:00:00
follower look-alikes,@sportscenter,2023-08-18 00:00:00
keywords,working out,2023-08-18 00:00:00
conversation topics,soccer,2023-08-18 00:00:00
conversation topics,baseball,2023-08-18 00:00:00
conversation topics,drinks,2023-08-18 00:00:00
follower look-alikes,@wojespn,2023-08-18 00:00:00
conversation topics,energy drinks,2023-08-18 00:00:00
list,sporty functional seekers=1,2023-08-18 00:00:00
list,hispanic sport drink buyers=1,2023-08-18 00:00:00
list,multicultural sports enthusiasts=1,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
age,13 to 54,2023-08-18 00:00:00
interests,animation,2023-08-18 00:00:00
interests,comedy,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
list,sports drink buyers=1,2023-08-18 00:00:00
follower look-alikes,@espnfc,2023-08-18 00:00:00
list,healthy fitness enthusiasts=1,2023-08-18 00:00:00
follower look-alikes,@nba,2023-08-18 00:00:00
follower look-alikes,@espn,2023-08-18 00:00:00
follower look-alikes,@sportscenter,2023-08-18 00:00:00
keywords,penalty,2023-08-18 00:00:00
keywords,football,2023-08-18 00:00:00
keywords,penalty,2023-08-18 00:00:00
keywords,football,2023-08-18 00:00:00
keywords,matches,2023-08-18 00:00:00
keywords,matches,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
follower look-alikes,@nbaontnt,2023-08-18 00:00:00
app activity,install shein - shopping online ios all,2023-08-18 00:00:00
locations,united states of america,2023-08-18 00:00:00
gender,women,2023-08-18 00:00:00
platforms,ios,2023-08-18 00:00:00
follower look-alikes,@stephenasmith,2023-08-18 00:00:00
follower look-alikes,@mlb,2023-08-18 00:00:00
follower look-alikes,@nflnetwork,2023-08-18 00:00:00
age,18 to 54,2023-08-18 00:00:00
locations,turkey,2023-08-19 00:00:00
platforms,ios,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
keywords,money,2023-08-19 00:00:00
keywords,saving,2023-08-19 00:00:00
keywords,invest,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
keywords,credit,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
age,18 to 54,2023-08-19 00:00:00
list,aiq_271882_0_1,2023-08-19 00:00:00
keywords,money,2023-08-19 00:00:00
conversation topics,business news,2023-08-19 00:00:00
conversation topics,tech news,2023-08-19 00:00:00
conversation topics,world news,2023-08-19 00:00:00
conversation topics,political news,2023-08-19 00:00:00
keywords,invest,2023-08-19 00:00:00
keywords,saving,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
keywords,credit,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
conversation topics,business & finance,2023-08-19 00:00:00
conversation topics,political news,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
conversation topics,tech news,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
unknown,unknown: 1,2023-08-19 00:00:00
languages,arabic,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
platforms,ios,2023-08-19 00:00:00
languages,arabic,2023-08-19 00:00:00
unknown,unknown: 1,2023-08-19 00:00:00
platforms,ios,2023-08-19 00:00:00
app activity,install planes live - flight tracker ios all,2023-08-19 00:00:00
conversation topics,world news,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
languages,arabic,2023-08-19 00:00:00
unknown,unknown: 1,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
follower look-alikes,@yhamed,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
list,aiq_271882_0_1,2023-08-19 00:00:00
conversation topics,business & finance,2023-08-19 00:00:00
conversation topics,business news,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
keywords,react,2023-08-19 00:00:00
conversation topics,business & finance,2023-08-19 00:00:00
age,13 to 24,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
conversation topics,playstation 5,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
list,aiq_271882_0_1,2023-08-19 00:00:00
conversation topics,business & finance,2023-08-19 00:00:00
conversation topics,business news,2023-08-19 00:00:00
conversation topics,tech news,2023-08-19 00:00:00
conversation topics,political news,2023-08-19 00:00:00
age,13 to 54,2023-08-19 00:00:00
keywords,saving,2023-08-19 00:00:00
keywords,credit,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
keywords,money,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
platforms,ios,2023-08-19 00:00:00
languages,arabic,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
languages,arabic,2023-08-19 00:00:00
unknown,unknown: 1,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
list,aiq_271882_0_1,2023-08-19 00:00:00
keywords,invest,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
conversation topics,world news,2023-08-19 00:00:00
conversation topics,political news,2023-08-19 00:00:00
conversation topics,business news,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
conversation topics,tech news,2023-08-19 00:00:00
conversation topics,world news,2023-08-19 00:00:00
conversation topics,political news,2023-08-19 00:00:00
keywords,credit,2023-08-19 00:00:00
keywords,invest,2023-08-19 00:00:00
keywords,money,2023-08-19 00:00:00
keywords,saving,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
age,18 and up,2023-08-19 00:00:00
languages,english,2023-08-19 00:00:00
locations,turkey,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
conversation topics,tech news,2023-08-19 00:00:00
keywords,credit,2023-08-19 00:00:00
keywords,invest,2023-08-19 00:00:00
keywords,money,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
keywords,saving,2023-08-19 00:00:00
keywords,investing,2023-08-19 00:00:00
conversation topics,business & finance,2023-08-19 00:00:00
conversation topics,business news,2023-08-19 00:00:00
list,aiq_271882_0_1,2023-08-19 00:00:00
conversation topics,world news,2023-08-19 00:00:00
conversation topics,business news,2023-08-20 00:00:00
conversation topics,tech news,2023-08-20 00:00:00
conversation topics,world news,2023-08-20 00:00:00
conversation topics,political news,2023-08-20 00:00:00
languages,english,2023-08-20 00:00:00
conversation topics,business & finance,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
languages,english,2023-08-20 00:00:00
list,aiq_271882_0_1,2023-08-20 00:00:00
conversation topics,business news,2023-08-20 00:00:00
conversation topics,business & finance,2023-08-20 00:00:00
age,18 and up,2023-08-20 00:00:00
keywords,money,2023-08-20 00:00:00
age,13 and up,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
keywords,saving,2023-08-20 00:00:00
keywords,credit,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
languages,english,2023-08-20 00:00:00
age,18 and up,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
languages,arabic,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
keywords,green,2023-08-20 00:00:00
conversation topics,tech news,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
keywords,invest,2023-08-20 00:00:00
conversation topics,world news,2023-08-20 00:00:00
list,aiq_271882_0_1,2023-08-20 00:00:00
keywords,money,2023-08-20 00:00:00
conversation topics,political news,2023-08-20 00:00:00
keywords,saving,2023-08-20 00:00:00
keywords,money,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
keywords,credit,2023-08-20 00:00:00
conversation topics,political news,2023-08-20 00:00:00
conversation topics,world news,2023-08-20 00:00:00
conversation topics,tech news,2023-08-20 00:00:00
conversation topics,business news,2023-08-20 00:00:00
conversation topics,business & finance,2023-08-20 00:00:00
list,aiq_271882_0_1,2023-08-20 00:00:00
languages,english,2023-08-20 00:00:00
keywords,invest,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
age,18 and up,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
keywords,saving,2023-08-20 00:00:00
keywords,investing,2023-08-20 00:00:00
locations,turkey,2023-08-20 00:00:00
keywords,invest,2023-08-20 00:00:00
languages,english,2023-08-20 00:00:00
locations,istanbul,2023-08-20 00:00:00
keywords,food,2023-08-20 00:00:00
keywords,food,2023-08-20 00:00:00
age,13 to 54,2023-08-20 00:00:00
keywords,credit,2023-08-20 00:00:00
keywords,investing,2023-08-21 00:00:00
keywords,invest,2023-08-21 00:00:00
keywords,investing,2023-08-21 00:00:00
list,aiq_271882_0_1,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
locations,turkey,2023-08-21 00:00:00
age,18 and up,2023-08-21 00:00:00
keywords,money,2023-08-21 00:00:00
keywords,investing,2023-08-21 00:00:00
conversation topics,business news,2023-08-21 00:00:00
keywords,investing,2023-08-21 00:00:00
conversation topics,political news,2023-08-21 00:00:00
conversation topics,world news,2023-08-21 00:00:00
conversation topics,tech news,2023-08-21 00:00:00
conversation topics,business & finance,2023-08-21 00:00:00
list,aiq_271882_0_1,2023-08-21 00:00:00
age,18 and up,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
locations,turkey,2023-08-21 00:00:00
keywords,credit,2023-08-21 00:00:00
keywords,saving,2023-08-21 00:00:00
keywords,saving,2023-08-21 00:00:00
keywords,credit,2023-08-21 00:00:00
keywords,money,2023-08-21 00:00:00
keywords,invest,2023-08-21 00:00:00
follower look-alikes,@nba,2023-08-21 00:00:00
age,18 and up,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
locations,turkey,2023-08-21 00:00:00
interests,tech news,2023-08-21 00:00:00
interests,technology,2023-08-21 00:00:00
list,exclude audience list20210118,2023-08-21 00:00:00
list,exclude audience list,2023-08-21 00:00:00
list,exclude audience list20210218,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
locations,turkey,2023-08-21 00:00:00
age,18 to 49,2023-08-21 00:00:00
locations,turkey,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
conversation topics,political news,2023-08-21 00:00:00
conversation topics,world news,2023-08-21 00:00:00
conversation topics,tech news,2023-08-21 00:00:00
conversation topics,business news,2023-08-21 00:00:00
conversation topics,business & finance,2023-08-21 00:00:00
languages,english,2023-08-21 00:00:00
languages,english,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
follower look-alikes,@wef,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
keywords,money,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
